No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
90,atenolol,22900000000,10.35983548,1202864-50-3,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)",METKIMKYRPQLGS-UHFFFAOYSA-N
91,metoprolol,17100000000,10.23299611,959786-79-9,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",IUBSYMUCCVWXPE-UHFFFAOYSA-N
93,amoxicillin,12700000000,10.10380372,2088960-43-2,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/t9-,10-,11+,14-/m1/s1",LSQZJLSUYDQPKJ-NJBDSQKTSA-N
94,cefotaxime,23000000000,10.36172784,65715-12-0,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H17N5O7S2/c1-6(22)28-3-7-4-29-14-10(13(24)21(14)11(7)15(25)26)19-12(23)9(20-27-2)8-5-30-16(17)18-8/h5,10,14H,3-4H2,1-2H3,(H2,17,18)(H,19,23)(H,25,26)/b20-9-/t10-,14-/m1/s1",GPRBEKHLDVQUJE-QSWIMTSFSA-N
95,cephalexin,21700000000,10.33645973,2101505-56-8,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/t10-,11-,15-/m1/s1",ZAIPMKNFIOOWCQ-UEKVPHQBSA-N
96,cefaclor,15900000000,10.20139712,2747959-02-8,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C15H14ClN3O4S/c16-8-6-24-14-10(13(21)19(14)11(8)15(22)23)18-12(20)9(17)7-4-2-1-3-5-7/h1-5,9-10,14H,6,17H2,(H,18,20)(H,22,23)/t9-,10-,14-/m1/s1",QYIYFLOTGYLRGG-GPCCPHFNSA-N
97,penicillin G,12500000000,10.09691001,8069-87-2,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",JGSARLDLIJGVTE-MBNYWOFBSA-N
98,penicillin V,13100000000,10.1172713,148680-07-3,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C16H18N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24-16)17-10(19)8-23-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",BPLBGHOLXOTWMN-MBNYWOFBSA-N
99,ciprofloxacin,13900000000,10.1430148,93398-92-6,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",MYSWGUAQZAJSOK-UHFFFAOYSA-N
100,enrofloxacin,15300000000,10.18469143,1219795-24-0,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C19H22FN3O3/c1-2-21-5-7-22(8-6-21)17-10-16-13(9-15(17)20)18(24)14(19(25)26)11-23(16)12-3-4-12/h9-12H,2-8H2,1H3,(H,25,26)",SPFYMRJSYKOXGV-UHFFFAOYSA-N
101,flumequine,7700000000,9.886490725,42835-68-7,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C14H12FNO3/c1-7-2-3-8-4-9(15)5-10-12(8)16(7)6-11(13(10)17)14(18)19/h4-7H,2-3H2,1H3,(H,18,19)",DPSPPJIUMHPXMA-UHFFFAOYSA-N
102,ofloxacin,15400000000,10.18752072,97791-27-0,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",GSDSWSVVBLHKDQ-UHFFFAOYSA-N
103,azithromycin,7800000000,9.892094603,756825-20-4,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C38H72N2O12/c1-15-27-38(10,46)31(42)24(6)40(13)19-20(2)17-36(8,45)33(52-35-29(41)26(39(11)12)16-21(3)48-35)22(4)30(23(5)34(44)50-27)51-28-18-37(9,47-14)32(43)25(7)49-28/h20-33,35,41-43,45-46H,15-19H2,1-14H3/t20-,21-,22+,23-,24-,25+,26+,27-,28+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1",MQTOSJVFKKJCRP-BICOPXKESA-N
104,erythromycin,6800000000,9.832508913,40554-78-7,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C37H67NO13/c1-14-25-37(10,45)30(41)20(4)27(39)18(2)16-35(8,44)32(51-34-28(40)24(38(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-26,28-32,34,40-42,44-45H,14-17H2,1-13H3/t18-,19-,20+,21+,22-,23+,24+,25-,26+,28-,29+,30-,31+,32-,34+,35-,36-,37-/m1/s1",ULGZDMOVFRHVEP-RWJQBGPGSA-N
105,erythromycin,7200000000,9.857332496,40554-78-7,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C37H67NO13/c1-14-25-37(10,45)30(41)20(4)27(39)18(2)16-35(8,44)32(51-34-28(40)24(38(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-26,28-32,34,40-42,44-45H,14-17H2,1-13H3/t18-,19-,20+,21+,22-,23+,24+,25-,26+,28-,29+,30-,31+,32-,34+,35-,36-,37-/m1/s1",ULGZDMOVFRHVEP-RWJQBGPGSA-N
107,dimetridazole,4200000000,9.62324929,64678-69-9,CC1=NC=C(N1C)[N+](=O)[O-],7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H7N3O2/c1-4-6-3-5(7(4)2)8(9)10/h3H,1-2H3",IBXPYPUJPLLOIN-UHFFFAOYSA-N
108,metronidazole,3100000000,9.491361694,13182-89-3,CC1=NC=C(N1CCO)[N+](=O)[O-],7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C6H9N3O3/c1-5-7-4-6(9(11)12)8(5)2-3-10/h4,10H,2-3H2,1H3",VAOCPAMSLUNLGC-UHFFFAOYSA-N
111,sulfanilamide,31200000000,10.49415459,130249-47-7,C1=CC(=CC=C1N)S(=O)(=O)N,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C6H8N2O2S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,7H2,(H2,8,9,10)",FDDDEECHVMSUSB-UHFFFAOYSA-N
112,sulfadimethoxine,40800000000,10.61066016,345936-70-1,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)",ZZORFUFYDOWNEF-UHFFFAOYSA-N
113,sulfadiazine,33500000000,10.52504481,1219149-66-2,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C10H10N4O2S/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10/h1-7H,11H2,(H,12,13,14)",SEEPANYCNGTZFQ-UHFFFAOYSA-N
114,sulfamethazine,32100000000,10.50650503,53081-02-0,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)",ASWVTGNCAZCNNR-UHFFFAOYSA-N
115,sulfamethoxazole,36400000000,10.56110138,1346603-52-8,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)",JLKIGFTWXXRPMT-UHFFFAOYSA-N
116,sulfathiazole,37800000000,10.5774918,1020719-89-4,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C9H9N3O2S2/c10-7-1-3-8(4-2-7)16(13,14)12-9-11-5-6-15-9/h1-6H,10H2,(H,11,12)",JNMRHUJNCSQMMB-UHFFFAOYSA-N
119,oxytetracycline,23600000000,10.372912,8017-33-2,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25-26,28,30,32-33H,1-3H3,(H2,23,31)/t12-,13-,14+,17+,21-,22+/m1/s1",OWFJMIVZYSDULZ-PXOLEDIWSA-N
120,tetracycline,19800000000,10.29666519,84187-37-1,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C22H24N2O8/c1-21(31)8-5-4-6-11(25)12(8)16(26)13-9(21)7-10-15(24(2)3)17(27)14(20(23)30)19(29)22(10,32)18(13)28/h4-6,9-10,15,25-26,29,31-32H,7H2,1-3H3,(H2,23,30)/t9-,10-,15-,21+,22-/m0/s1",NWXMGUDVXFXRIG-WESIUVDSSA-N
121,bezafibrate,10400000000,10.01703334,153758-85-1,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)",IIBYAHWJQTYFKB-UHFFFAOYSA-N
122,clofibric acid,5500000000,9.740362689,72072-47-0,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C10H11ClO3/c1-10(2,9(12)13)14-8-5-3-7(11)4-6-8/h3-6H,1-2H3,(H,12,13)",TXCGAZHTZHNUAI-UHFFFAOYSA-N
123,gemfibrozil,21400000000,10.33041377,86837-66-3,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)",HEMJJKBWTPKOJG-UHFFFAOYSA-N
124,caffeine,38700000000,10.58771097,78072-66-9,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N
125,theophylline,39800000000,10.59988307,28384-81-8,CN1C2=C(C(=O)N(C1=O)C)NC=N2,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",ZFXYFBGIUFBOJW-UHFFFAOYSA-N
126,xanthine,38100000000,10.58092498,69-89-6,C1=NC2=C(N1)C(=O)NC(=O)N2,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",LRFVTYWOQMYALW-UHFFFAOYSA-N
127,cimetidine,4300000000,9.633468456,38603-74-6,CC1=C(N=CN1)CSCCNC(=NC)NC#N,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)",AQIXAKUUQRKLND-UHFFFAOYSA-N
128,famotidine,17200000000,10.23552845,1798006-30-0,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C8H15N7O2S3/c9-6(15-20(12,16)17)1-2-18-3-5-4-19-8(13-5)14-7(10)11/h4H,1-3H2,(H2,9,15)(H2,12,16,17)(H4,10,11,13,14)",XUFQPHANEAPEMJ-UHFFFAOYSA-N
129,carbamazepine,33000000000,10.51851394,1189902-21-3,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N
131,iopromide,27500000000,10.43933269,185459-57-8,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C18H24I3N3O8/c1-24(4-9(28)6-26)18(31)12-13(19)11(17(30)22-3-8(27)5-25)14(20)16(15(12)21)23-10(29)7-32-2/h8-9,25-28H,3-7H2,1-2H3,(H,22,30)(H,23,29)",DGAIEPBNLOQYER-UHFFFAOYSA-N
133,mesalazine,22300000000,10.34830486,121887-11-4,C1=CC(=C(C=C1N)C(=O)O)O,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)",KBOPZPXVLCULAV-UHFFFAOYSA-N
135,primidone,6200000000,9.792391689,125-33-7,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)",DQMZLTXERSFNPB-UHFFFAOYSA-N
138,sucralose,11100000000,10.04532298,848642-13-7,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H19Cl3O8/c13-1-4-7(17)10(20)12(3-14,22-4)23-11-9(19)8(18)6(15)5(2-16)21-11/h4-11,16-20H,1-3H2/t4-,5-,6+,7-,8+,9-,10+,11-,12+/m1/s1",BAQAVOSOZGMPRM-QBMZZYIRSA-N
140,triclosan,27600000000,10.44090908,1020720-00-6,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H",XEFQLINVKFYRCS-UHFFFAOYSA-N
141,trimethoprim,21100000000,10.32428246,304671-81-6,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",IEDVJHCEMCRBQM-UHFFFAOYSA-N
143,dimethyl phthalate,18100000000,10.25767857,198283-80-6,COC(=O)C1=CC=CC=C1C(=O)OC,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",NIQCNGHVCWTJSM-UHFFFAOYSA-N
144,diethyl phthalate,19700000000,10.29446623,1817006-92-0,CCOC(=O)C1=CC=CC=C1C(=O)OCC,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3",FLKPEMZONWLCSK-UHFFFAOYSA-N
145,dibutyl phthalate,19600000000,10.29225607,93952-11-5,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",DOIRQSBPFJWKBE-UHFFFAOYSA-N
146,estrone (E1),20600000000,10.31386722,15426-98-9,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",DNXHEGUUPJUMQT-CBZIJGRNSA-N
147,estradiol (E2),20100000000,10.30319606,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-N
148,ethinyl estradiol (EE2),25600000000,10.40823997,57-63-6,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3",BFPYWIDHMRZLRN-UHFFFAOYSA-N
149,bisphenol A,18200000000,10.26007139,68440-77-7,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3",IISBACLAFKSPIT-UHFFFAOYSA-N
150,methylparaben,15200000000,10.18184359,222545-59-7,COC(=O)C1=CC=C(C=C1)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",LXCFILQKKLGQFO-UHFFFAOYSA-N
151,nonylphenol,10000000000,10,84852-15-3,CCCCCCCCCC1=CC=CC=C1O,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-11-14-12-9-10-13-15(14)16/h9-10,12-13,16H,2-8,11H2,1H3",SNQQPOLDUKLAAF-UHFFFAOYSA-N
152,4-chloroaniline,21700000000,10.33645973,108321-68-2,C1=CC(=CC=C1N)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",QSNSCYSYFYORTR-UHFFFAOYSA-N
153,4-methylcatechol,24900000000,10.39619935,1219803-18-5,CC1=CC(=C(C=C1)O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C7H8O2/c1-5-2-3-6(8)7(9)4-5/h2-4,8-9H,1H3",ZBCATMYQYDCTIZ-UHFFFAOYSA-N
155,6-aminopenicillanic,3400000000,9.531478917,551-16-6,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C8H12N2O3S/c1-8(2)4(7(12)13)10-5(11)3(9)6(10)14-8/h3-4,6H,9H2,1-2H3,(H,12,13)",NGHVIOIJCVXTGV-UHFFFAOYSA-N
156,7-aminocephalosporanic,11400000000,10.05690485,957-68-6,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C10H12N2O5S/c1-4(13)17-2-5-3-18-9-6(11)8(14)12(9)7(5)10(15)16/h6,9H,2-3,11H2,1H3,(H,15,16)",HSHGZXNAXBPPDL-UHFFFAOYSA-N
157,acetylacetone,2900000000,9.462397998,90170-79-9,CC(=O)CC(=O)C,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3H2,1-2H3",YRKCREAYFQTBPV-UHFFFAOYSA-N
158,aniline,27400000000,10.43775056,179938-55-7,C1=CC=C(C=C1)N,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",PAYRUJLWNCNPSJ-UHFFFAOYSA-N
160,benzoic acid,13500000000,10.13033377,183430-27-5,C1=CC=C(C=C1)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N
161,gallic acid,18300000000,10.26245109,149-91-7,C1=C(C=C(C(=C1O)O)O)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)",LNTHITQWFMADLM-UHFFFAOYSA-N
163,phenol,11200000000,10.04921802,53379-77-4,C1=CC=C(C=C1)O,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
165,p-toluidine,27300000000,10.43616265,40825-60-3,CC1=CC=C(C=C1)N,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C7H9N/c1-6-2-4-7(8)5-3-6/h2-5H,8H2,1H3",RZXMPPFPUUCRFN-UHFFFAOYSA-N
