No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
945,MCLR,5.612783857,101043-37-2,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C,,,10.1080/10934521003648933,diol,Polyfunctional / highly functionalized,"InChI=1S/C49H74N10O12/c1-26(2)23-37-46(66)58-40(48(69)70)30(6)42(62)55-35(17-14-22-52-49(50)51)45(65)54-34(19-18-27(3)24-28(4)38(71-10)25-33-15-12-11-13-16-33)29(5)41(61)56-36(47(67)68)20-21-39(60)59(9)32(8)44(64)53-31(7)43(63)57-37/h11-13,15-16,18-19,24,26,28-31,34-38,40H,8,14,17,20-23,25H2,1-7,9-10H3,(H,53,64)(H,54,65)(H,55,62)(H,56,61)(H,57,63)(H,58,66)(H,67,68)(H,69,70)(H4,50,51,52)/b19-18+,27-24+/t28-,29-,30-,31+,34-,35-,36+,37-,38-,40+/m0/s1",ZYZCGGRZINLQBL-GWRQVWKTSA-N
946,MCLR,4.831869774,101043-37-2,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C,2,,10.1080/10934521003648933,diol,Polyfunctional / highly functionalized,"InChI=1S/C49H74N10O12/c1-26(2)23-37-46(66)58-40(48(69)70)30(6)42(62)55-35(17-14-22-52-49(50)51)45(65)54-34(19-18-27(3)24-28(4)38(71-10)25-33-15-12-11-13-16-33)29(5)41(61)56-36(47(67)68)20-21-39(60)59(9)32(8)44(64)53-31(7)43(63)57-37/h11-13,15-16,18-19,24,26,28-31,34-38,40H,8,14,17,20-23,25H2,1-7,9-10H3,(H,53,64)(H,54,65)(H,55,62)(H,56,61)(H,57,63)(H,58,66)(H,67,68)(H,69,70)(H4,50,51,52)/b19-18+,27-24+/t28-,29-,30-,31+,34-,35-,36+,37-,38-,40+/m0/s1",ZYZCGGRZINLQBL-GWRQVWKTSA-N
947,MCLR,5.929418926,101043-37-2,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C,7.2,,10.1080/10934521003648933,diol,Polyfunctional / highly functionalized,"InChI=1S/C49H74N10O12/c1-26(2)23-37-46(66)58-40(48(69)70)30(6)42(62)55-35(17-14-22-52-49(50)51)45(65)54-34(19-18-27(3)24-28(4)38(71-10)25-33-15-12-11-13-16-33)29(5)41(61)56-36(47(67)68)20-21-39(60)59(9)32(8)44(64)53-31(7)43(63)57-37/h11-13,15-16,18-19,24,26,28-31,34-38,40H,8,14,17,20-23,25H2,1-7,9-10H3,(H,53,64)(H,54,65)(H,55,62)(H,56,61)(H,57,63)(H,58,66)(H,67,68)(H,69,70)(H4,50,51,52)/b19-18+,27-24+/t28-,29-,30-,31+,34-,35-,36+,37-,38-,40+/m0/s1",ZYZCGGRZINLQBL-GWRQVWKTSA-N
948,MFA,6.764176132,34298-89-0,CN(C=O)C1=CC=CC=C1,,,https://doi.org/10.1016/j.chemosphere.2023.138782,cyclo,Aromatic & PAHs,"InChI=1S/C8H9NO/c1-9(7-10)8-5-3-2-4-6-8/h2-7H,1H3",JIKUXBYRTXDNIY-UHFFFAOYSA-N
949,MTBE,-0.853871964,1634-04-4,CC(C)(C)OC,,,https://doi.org/10.1039/FT9959101631,alcohol,Oxygenated organics,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",BZLVMXJERCGZMT-UHFFFAOYSA-N
950,Maleate ion,4.380211242,142-42-7,O=C([O-])/C=C/C(=O)[O-],,,NIST,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",VZCYOOQTPOCHFL-OWOJBTEDSA-L
951,Maleate ion,3.698970004,142-42-7,O=C([O-])/C=C/C(=O)[O-],6,,NIST,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",VZCYOOQTPOCHFL-OWOJBTEDSA-L
952,MalelCacld,3,110-16-7,O=C(/C=C\C(O)=O)O,2,,https://doi.org/10.1016/0043-1354(83)90098-2,diol,Polyfunctional / highly functionalized,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
953,Malonic acid diethylester,-1.22184875,105-53-3,CCCCC/C=C\C/C=C\CCCCCCCC(O)=O,2,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",OYHQOLUKZRVURQ-HZJYTTRNSA-N
954,Malonic acid diethylester,-1.22184875,105-53-3,O=C(OCC)CC(OCC)=O,2,,https://doi.org/10.1016/0043-1354(83)90098-2,halogenated,Halogenated organics,"InChI=1S/C7H12O4/c1-3-10-6(8)5-7(9)11-4-2/h3-5H2,1-2H3",IYXGSMUGOJNHAZ-UHFFFAOYSA-N
955,Maltose,0.838849091,69-79-4,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,6,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1",GUBGYTABKSRVRQ-PICCSMPSSA-N
956,Maltose,0.62324929,69-79-4,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,5,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1",GUBGYTABKSRVRQ-PICCSMPSSA-N
957,Maltose,0.477121255,69-79-4,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,4,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1",GUBGYTABKSRVRQ-PICCSMPSSA-N
958,Maltose,0.414973348,69-79-4,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,3.5,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1",GUBGYTABKSRVRQ-PICCSMPSSA-N
959,Maltose,0.278753601,69-79-4,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,3,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1",GUBGYTABKSRVRQ-PICCSMPSSA-N
960,Maltose,0.72427587,69-79-4,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,5.5,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1",GUBGYTABKSRVRQ-PICCSMPSSA-N
961,Maltose,0.204119983,69-79-4,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,2.5,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1",GUBGYTABKSRVRQ-PICCSMPSSA-N
962,Maltose,0.84,81295-47-8,O=C[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,,,https://doi.org/10.1016/j.jece.2024.112473,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H22O11/c13-1-4(16)7(18)11(5(17)2-14)23-12-10(21)9(20)8(19)6(3-15)22-12/h1,4-12,14-21H,2-3H2/t4-,5+,6+,7+,8+,9-,10+,11+,12+/m0/s1",DKXNBNKWCZZMJT-WUJBLJFYSA-N
963,Manganese(Mn(II)),3.176091259,7439-96-5,[Mn],,,https://doi.org/10.1002/(SICI)1097-4601(1998)30:3<207::AID-KIN6>3.0.CO;2-W,amine,Nitrogen-containing organics,InChI=1S/Mn,PWHULOQIROXLJO-UHFFFAOYSA-N
964,MeOH,-1.698970004,67-56-1,CO,2~5,,NIST,halogenated,Halogenated organics,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N
965,Mefenamic acid,6.806179974,61-68-7,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs,"InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)",HYYBABOKPJLUIN-UHFFFAOYSA-N
966,Melezitose,0.447158031,597-12-6,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O)O)O)O,4,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C18H32O16/c19-1-5-8(23)11(26)13(28)16(30-5)32-15-10(25)7(3-21)33-18(15,4-22)34-17-14(29)12(27)9(24)6(2-20)31-17/h5-17,19-29H,1-4H2/t5-,6-,7-,8-,9-,10-,11+,12+,13-,14-,15+,16-,17-,18+/m1/s1",QWIZNVHXZXRPDR-WSCXOGSTSA-N
967,Melibiose,0.431363764,585-99-9,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,4,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5+,6-,7+,8+,9-,10-,11?,12+/m1/s1",DLRVVLDZNNYCBX-ABXHMFFYSA-N
968,Melibious,0.43,585-99-9,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,,,https://doi.org/10.1016/j.jece.2024.112473,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H22O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h1,4-12,14-21H,2-3H2/t4-,5+,6+,7+,8+,9-,10-,11+,12-/m0/s1",AYRXSINWFIIFAE-GFRRCQKTSA-N
969,Met,5.698970004,7005-18-7,CSCC[C@@H](C(=O)O)N,2,,NIST,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N
970,Met,6.698970004,7005-18-7,CSCC[C@@H](C(=O)O)N,7,,NIST,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N
971,Met,4.799340549,7005-18-7,CSCC[C@@H](C(=O)O)N,7,,NIST,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N
972,Met,6.602059991,7005-18-7,CSCC[C@@H](C(=O)O)N,,,NIST,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N
973,Metanil Yellow,0.606,5448-80-6,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=NC3=CC(=CC=C3)S(=O)(=O)[O-].[Na+],,,10.1016/j.cej.2014.05.073,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C18H15N3O3S.Na/c22-25(23,24)18-8-4-7-17(13-18)21-20-16-11-9-15(10-12-16)19-14-5-2-1-3-6-14;/h1-13,19H,(H,22,23,24);/q;+1/p-1",NYGZLYXAPMMJTE-UHFFFAOYSA-M
974,Methamidophos,-1.7,65960-97-6,CO[P@](N)(=O)SC,,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C2H8NO2PS/c1-5-6(3,4)7-2/h1-2H3,(H2,3,4)/t6-/m0/s1",NNKVPIKMPCQWCG-LURJTMIESA-N
975,Methionine sulfone,5.176091259,1118-85-0,CS(=O)(=O)CC[C@@H](C(=O)O)N,,,NIST,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C5H11NO4S/c1-11(9,10)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",UCUNFLYVYCGDHP-BYPYZUCNSA-N
976,Methionine sulfoxide,4.819543936,454-41-1,CS(=O)CC[C@@H](C(=O)O)N,2.3~7.4,,NIST,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-,10?/m0/s1",QEFRNWWLZKMPFJ-YGVKFDHGSA-N
977,Methoxychlor,2.431363764,72-43-5,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,,,https://doi.org/10.1016/0043-1354(91)90155-J,diol,Polyfunctional / highly functionalized,"InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3",IAKOZHOLGAGEJT-UHFFFAOYSA-N
978,Methoxychlor,2.4,72-43-5,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,7,,10.1016/j.scitotenv.2020.136816,diol,Polyfunctional / highly functionalized,"InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3",IAKOZHOLGAGEJT-UHFFFAOYSA-N
979,Methoxychlor,2.431363764,72-43-5,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,,,10.1016/j.scitotenv.2020.136816,diol,Polyfunctional / highly functionalized,"InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3",IAKOZHOLGAGEJT-UHFFFAOYSA-N
980,Methyl acetate,-1.05,68683-25-0,COC(C)=O,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,KXKVLQRXCPHEJC-UHFFFAOYSA-N
981,Methyl benzoate,0.041392685,36712-21-7,COC(=O)C1=CC=CC=C1,2,,https://doi.org/10.1016/0043-1354(83)90098-2,alcohol,Oxygenated organics,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",QPJVMBTYPHYUOC-UHFFFAOYSA-N
982,Methyl benzoate,0.041392685,36712-21-7,COC(=O)C1=CC=CC=C1,2,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",QPJVMBTYPHYUOC-UHFFFAOYSA-N
983,Methyl benzoate,0.041393,152122-32-2,COC(=O)c1ccccc1,2,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",QPJVMBTYPHYUOC-UHFFFAOYSA-N
984,Methyl benzoate,0.041392685,93-58-3,COC(=O)C1=CC=CC=C1,2,,NIST,alcohol,Oxygenated organics,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",QPJVMBTYPHYUOC-UHFFFAOYSA-N
985,Methyl benzoate,0.041392685,36712-21-7,COC(=O)C1=CC=CC=C1,,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",QPJVMBTYPHYUOC-UHFFFAOYSA-N
986,Methyl glucoside,0.204119983,709-50-2,CO[C@@H]1[C@H]([C@@H]([C@H](C(O1)CO)O)O)O,4,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C7H14O6/c1-12-7-6(11)5(10)4(9)3(2-8)13-7/h3-11H,2H2,1H3/t3?,4-,5+,6-,7-/m0/s1",HOVAGTYPODGVJG-JXUVCOMLSA-N
987,Methyl glucoside,0.079181246,709-50-2,CO[C@@H]1[C@H]([C@@H]([C@H](C(O1)CO)O)O)O,3,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C7H14O6/c1-12-7-6(11)5(10)4(9)3(2-8)13-7/h3-11H,2H2,1H3/t3?,4-,5+,6-,7-/m0/s1",HOVAGTYPODGVJG-JXUVCOMLSA-N
988,Methyl glucoside,0.170261715,709-50-2,CO[C@@H]1[C@H]([C@@H]([C@H](C(O1)CO)O)O)O,3,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C7H14O6/c1-12-7-6(11)5(10)4(9)3(2-8)13-7/h3-11H,2H2,1H3/t3?,4-,5+,6-,7-/m0/s1",HOVAGTYPODGVJG-JXUVCOMLSA-N
989,Methyl linoleate,6.041392685,112-63-0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,4.2,,NIST,alcohol,Oxygenated organics,"InChI=1S/C19H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h7-8,10-11H,3-6,9,12-18H2,1-2H3/b8-7-,11-10-",WTTJVINHCBCLGX-NQLNTKRDSA-N
990,Methyl methacrylate,-1.48148606,80-62-6,CC(=C)C(=O)OC,,,10.1007/s10975-005-0142-4,alcohol,Oxygenated organics,"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",VVQNEPGJFQJSBK-UHFFFAOYSA-N
991,Methyl orange,0.739,547-58-0,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+],,,10.1016/j.chemosphere.2014.05.068,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C14H15N3O3S.Na/c1-17(2)13-7-3-11(4-8-13)15-16-12-5-9-14(10-6-12)21(18,19)20;/h3-10H,1-2H3,(H,18,19,20);/q;+1/p-1",STZCRXQWRGQSJD-UHFFFAOYSA-M
992,Methyl red,1.4255,493-52-7,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O,,,10.1016/j.chemosphere.2014.05.068,cyclo,Aromatic & PAHs,"InChI=1S/C15H15N3O2/c1-18(2)12-9-7-11(8-10-12)16-17-14-6-4-3-5-13(14)15(19)20/h3-10H,1-2H3,(H,19,20)",CEQFOVLGLXCDCX-UHFFFAOYSA-N
993,Methyl tert-butyl ether,1.43,1219795-06-8,COC(C)(C)C,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",BZLVMXJERCGZMT-UHFFFAOYSA-N
994,Methylamine,2.447158,1449-70-3,C#N,7,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,InChI=1S/CHN/c1-2/h1H,LELOWRISYMNNSU-UHFFFAOYSA-N
995,Methylamine,5.176091259,56209-65-5,CN,7.5,,10.1016/j.watres.2012.11.033,halogenated,Halogenated organics,"InChI=1S/CH5N/c1-2/h2H2,1H3",BAVYZALUXZFZLV-UHFFFAOYSA-N
996,Methylene Blue Trihydrate,0.876,7220-79-3,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.O.O.O.[Cl-],,,10.1016/j.cej.2014.05.073,diol,Polyfunctional / highly functionalized,"InChI=1S/C16H18N3S.ClH.3H2O/c1-18(2)11-5-7-13-15(9-11)20-16-10-12(19(3)4)6-8-14(16)17-13;;;;/h5-10H,1-4H3;1H;3*1H2/q+1;;;;/p-1",XQAXGZLFSSPBMK-UHFFFAOYSA-M
997,Methylene blue trihydrate,0.907,7220-79-3,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.O.O.O.[Cl-],,,10.1016/j.chemosphere.2014.05.068,diol,Polyfunctional / highly functionalized,"InChI=1S/C16H18N3S.ClH.3H2O/c1-18(2)11-5-7-13-15(9-11)20-16-10-12(19(3)4)6-8-14(16)17-13;;;;/h5-10H,1-4H3;1H;3*1H2/q+1;;;;/p-1",XQAXGZLFSSPBMK-UHFFFAOYSA-M
998,Methylene chloride,-1,75-09-2,C(Cl)Cl,2,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,InChI=1S/CH2Cl2/c2-1-3/h1H2,YMWUJEATGCHHMB-UHFFFAOYSA-N
999,Methylisothiazolone,2.041392685,2682-20-4,CN1C(=O)C=CS1,,,10.1016/j.jenvman.2016.08.057,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C4H5NOS/c1-5-4(6)2-3-7-5/h2-3H,1H3",BEGLCMHJXHIJLR-UHFFFAOYSA-N
1000,Methylparaben,2.52,99-76-3,COC(=O)C1=CC=C(C=C1)O,2,,"https://doi.org/10.1080/10826070701738787, https://doi.org/10.1016/j.chemosphere.2010.09.004.",alcohol,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",LXCFILQKKLGQFO-UHFFFAOYSA-N
1001,Methylparaben,9,99-76-3,COC(=O)C1=CC=C(C=C1)O,12,,"https://doi.org/10.1080/10826070701738787, https://doi.org/10.1016/j.chemosphere.2010.09.006.",alcohol,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",LXCFILQKKLGQFO-UHFFFAOYSA-N
1002,Methylparaben,6.3,99-76-3,COC(=O)C1=CC=C(C=C1)O,7,,"https://doi.org/10.1080/10826070701738787, https://doi.org/10.1016/j.chemosphere.2010.09.005.",alcohol,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",LXCFILQKKLGQFO-UHFFFAOYSA-N
1003,Metolachlor oxanilic acid,0.85,171118-09-5,CCc1cccc(C)c1N(C(=O)C(=O)O)[C@@H](C)COC,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C15H21NO4/c1-5-12-8-6-7-10(2)13(12)16(11(3)9-20-4)14(17)15(18)19/h6-8,11H,5,9H2,1-4H3,(H,18,19)/t11-/m0/s1",LNOOSYCKMKZOJB-NSHDSACASA-N
1004,Metoprolol,4.113943352,37350-58-6,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,9,,10.1016/j.chemosphere.2008.08.033,alcohol,Oxygenated organics,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",IUBSYMUCCVWXPE-UHFFFAOYSA-N
1005,Metoprolol,2.378397901,37350-58-6,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,2.5,,10.1016/j.chemosphere.2008.08.033,alcohol,Oxygenated organics,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",IUBSYMUCCVWXPE-UHFFFAOYSA-N
1006,Metoprolol,3.267843605,37350-58-6,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,7,,10.1016/j.chemosphere.2008.08.033,alcohol,Oxygenated organics,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",IUBSYMUCCVWXPE-UHFFFAOYSA-N
1007,Metoprolol,2.436162647,37350-58-6,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,5,,10.1016/j.chemosphere.2008.08.033,alcohol,Oxygenated organics,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",IUBSYMUCCVWXPE-UHFFFAOYSA-N
1008,Morpholine,3.46,110-91-8,C1COCCN1,7,,10.1016/j.scitotenv.2020.136816,alcohol,Oxygenated organics,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",YNAVUWVOSKDBBP-UHFFFAOYSA-N
1009,Morpholine,4.930217009,110-91-8,C1COCCN1,12,,10.1016/j.scitotenv.2020.136816,alcohol,Oxygenated organics,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",YNAVUWVOSKDBBP-UHFFFAOYSA-N
1010,Mucic acid,-1.12,348081-92-5,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/t1-,2+,3+,4-",DSLZVSRJTYRBFB-DUHBMQHGSA-N
