No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
94,1-penten-3-one,4.770852,96546-66-6,C=CC(=O)CC,,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C5H8O/c1-3-5(6)4-2/h3H,1,4H2,2H3",JLIDVCMBCGBIEY-UHFFFAOYSA-N
95,1-pentene,3.778440684,25377-72-4,CCCC=C,,,10.1002/kin.10093,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",YWAKXRMUMFPDSH-UHFFFAOYSA-N
96,1-phenoxy-2-propanol,2.51,770-35-4,CC(COC1=CC=CC=C1)O,7,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C9H12O2/c1-8(10)7-11-9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3",IBLKWZIFZMJLFL-UHFFFAOYSA-N
97,1-phenoxy-2-propanol,2.50515,65488-98-4,C[C@H](O)COc1ccccc1,7,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C9H12O2/c1-8(10)7-11-9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3/t8-/m0/s1",IBLKWZIFZMJLFL-QMMMGPOBSA-N
98,1-propanol,-0.193820026,71-23-8,CCCO,7,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",BDERNNFJNOPAEC-UHFFFAOYSA-N
99,1-propanol,-0.431798276,71-23-8,CCCO,2,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",BDERNNFJNOPAEC-UHFFFAOYSA-N
100,1.2.3-Trimethylbenzene,2.602059991,526-73-8,CC1=CC=CC(C)=C1C,1.7,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3",FYGHSUNMUKGBRK-UHFFFAOYSA-N
101,1.2.4-Trichlorobenzene,0.204119983,120-82-1,ClC1=CC=C(Cl)C=C1Cl,2,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,PBKONEOXTCPAFI-UHFFFAOYSA-N
102,1.4-Dichlorobenzene,0.477121255,106-46-7,ClC1=CC=C(Cl)C=C1,2,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs,InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,OCJBOOLMMGQPQU-UHFFFAOYSA-N
103,17a-ethinylestradiol,6.883533917,57-63-6,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,8,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/t16-,17-,18+,19+,20+/m1/s1",BFPYWIDHMRZLRN-SLHNCBLASA-N
104,17a-ethinylestradiol,7.03,77538-56-8,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,8,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/t16-,17-,18+,19+,20+/m1/s1",BFPYWIDHMRZLRN-SLHNCBLASA-N
105,17a-ethinylestradiol,6.29,77538-56-8,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,7,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/t16-,17-,18+,19+,20+/m1/s1",BFPYWIDHMRZLRN-SLHNCBLASA-N
106,17a-ethinylestradiol,6.204119983,57-63-6,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,7,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/t16-,17-,18+,19+,20+/m1/s1",BFPYWIDHMRZLRN-SLHNCBLASA-N
107,17a-ethinylestradiol-dissociated,9.562293,77538-56-8,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc([O-])ccc4[C@H]3CC[C@@]21C,,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/p-1/t16-,17-,18+,19+,20+/m1/s1",BFPYWIDHMRZLRN-SLHNCBLASA-M
108,17b-estradiol-dissociated,9.577369,32162-96-2,C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/p-1/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-M
109,17b-estradiol-non-dissociated,6.447802102,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,8,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-N
110,17b-estradiol-non-dissociated,6.230448921,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,7,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-N
111,17b-estradiol-non-dissociated,6.447802,32162-96-2,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,8,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-N
112,17b-estradiol-non-dissociated,6.230449,32162-96-2,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,7,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-N
113,17β-Estradiol,5.34,3188-46-3,OC1=CC(CCC2C3CCC4(C)C2CC([2H])([2H])[C@]4([H])O)=C3C=C1,5,,https://doi.org/10.1021/es068007p.,alcohol,Oxygenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14?,15?,16?,17-,18?/m0/s1/i7D2",VOXZDWNPVJITMN-WOHCTCDTSA-N
114,17β-estradiol,5.34,1192354-74-7,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-N
115,1H-benzotriazole,1.555470169,95-14-7,C1=CC2=NNN=C2C=C1,2,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N
116,1H-benzotriazole,1.555470169,95-14-7,C1=CC2=NNN=C2C=C1,5,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N
117,1H-benzotriazole,3.288249226,95-14-7,C1=CC2=NNN=C2C=C1,9,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N
118,1H-benzotriazole,3.331022171,95-14-7,C1=CC2=NNN=C2C=C1,10,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N
119,1H-benzotriazole,1.309630167,95-14-7,C1=CC2=NNN=C2C=C1,4,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N
120,1H-benzotriazole,1.555470169,95-14-7,C1=CC2=NNN=C2C=C1,7,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N
121,1H-benzotriazole,2.599883072,95-14-7,C1=CC2=NNN=C2C=C1,8,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N
122,1H-benzotriazole,1.303196057,95-14-7,C1=CC2=NNN=C2C=C1,3,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N
123,1H-benzotriazole,1.84,95-14-7,C1=CC2=NNN=C2C=C1,,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N
124,1H-benzotriazole,1.5132176,95-14-7,C1=CC2=NNN=C2C=C1,6,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",QRUDEWIWKLJBPS-UHFFFAOYSA-N
125,2'-Deoxyadenosine,1.15,29836-02-0,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,,,https://doi.org/10.1016/j.jece.2024.112473,cyclo,Aromatic & PAHs,"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1",OLXZPDWKRNYJJZ-RRKCRQDMSA-N
126,2'-Deoxycytidine,3.54,9039-45-6,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1.O,,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C9H13N3O4.H2O/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8;/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15);1H2/t5-,6+,8+;/m0./s1",HXBGOHZLZCFWLH-OERIEOFYSA-N
127,2'-Deoxyguanosine,4.28,39471-28-8,Nc1nc2c(ncn2[C@@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6-/m0/s1",YKBGVTZYEHREMT-JKUQZMGJSA-N
128,"2,2',4,4',5,5'-Hexachlorobiphenyl",-0.045757491,35065-27-1,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,2.7 - 6.3,,NIST,halogenated,Halogenated organics,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,MVWHGTYKUMDIHL-UHFFFAOYSA-N
129,"2,2,6,6-Tetramethylpiperidinooxy",7.11,126517-51-9,CC1(C)CCCC(C)(C)N1O,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons,"InChI=1S/C9H19NO/c1-8(2)6-5-7-9(3,4)10(8)11/h11H,5-7H2,1-4H3",VUZNLSBZRVZGIK-UHFFFAOYSA-N
130,"2,3,4,6-tetrachlorophenol",4.908308048,58-90-2,C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,3,,10.1016/S0304-3894(00)00269-7,halogenated,Halogenated organics,"InChI=1S/C6H2Cl4O/c7-2-1-3(8)6(11)5(10)4(2)9/h1,11H",VGVRPFIJEJYOFN-UHFFFAOYSA-N
131,"2,3,4,6-tetrachlorophenol",4.562399938,58-90-2,C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,2.5,,10.1016/S0304-3894(00)00269-7,halogenated,Halogenated organics,"InChI=1S/C6H2Cl4O/c7-2-1-3(8)6(11)5(10)4(2)9/h1,11H",VGVRPFIJEJYOFN-UHFFFAOYSA-N
132,"2,3,4,6-tetrachlorophenol",4.177132317,58-90-2,C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,2,,10.1016/S0304-3894(00)00269-7,halogenated,Halogenated organics,"InChI=1S/C6H2Cl4O/c7-2-1-3(8)6(11)5(10)4(2)9/h1,11H",VGVRPFIJEJYOFN-UHFFFAOYSA-N
133,"2,3-(CH3)2C6H3OH",4.431363764,526-75-0,CC(C(O)=CC=C1)=C1C,2.8,,NIST,cyclo,Aromatic & PAHs,"InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3",QWBBPBRQALCEIZ-UHFFFAOYSA-N
134,"2,3-Dichlorophenol",2.9,59457-02-2,Oc1cccc(Cl)c1Cl,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(9)6(4)8/h1-3,9H",UMPSXRYVXUPCOS-UHFFFAOYSA-N
135,"2,3-Indolinedione",1.322219295,91-56-5,C1=CC=C2C(=C1)C(=O)C(=O)N2,,,NIST,halogenated,Halogenated organics,"InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)9-8(7)11/h1-4H,(H,9,10,11)",JXDYKVIHCLTXOP-UHFFFAOYSA-N
136,"2,3-dihydroxybenzoic",6.32,303-38-8,O=C(O)C1=CC=CC(O)=C1O,7,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs,"InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H,(H,10,11)",GLDQAMYCGOIJDV-UHFFFAOYSA-N
137,"2,3-dimethyl phenol",4.320146,129644-70-8,Cc1cccc(O)c1C,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,"InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3",QWBBPBRQALCEIZ-UHFFFAOYSA-N
138,"2,4,5-Cl3C6H2OH",3.477121255,95-95-4,ClC(C=C(Cl)C(O)=C1)=C1Cl,,,NIST,cyclo,Aromatic & PAHs,"InChI=1S/C6H3Cl3O/c7-3-1-5(9)6(10)2-4(3)8/h1-2,10H",LHJGJYXLEPZJPM-UHFFFAOYSA-N
139,"2,4,6-Cl3C6H2OH",4,88-06-2,OC1=C(Cl)C=C(Cl)C=C1Cl,,,NIST,alcohol,Oxygenated organics,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N
140,"2,4,6-Trichloroanisole",-1.24,352439-08-8,COc1c(Cl)cc(Cl)cc1Cl,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C7H5Cl3O/c1-11-7-5(9)2-4(8)3-6(7)10/h2-3H,1H3",WCVOGSZTONGSQY-UHFFFAOYSA-N
141,"2,4,6-Triiodophenolate",6.832509,15901-49-2,[O-]c1c(I)cc(I)cc1I,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,"InChI=1S/C6H3I3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H/p-1",VAPDZNUFNKUROY-UHFFFAOYSA-M
142,"2,4,6-Triiodophenolate",6.832508913,609-23-4,C1=C(C=C(C(=C1I)[O-])I)I,,,10.1039/b301824p,halogenated,Halogenated organics,"InChI=1S/C6H3I3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H/p-1",VAPDZNUFNKUROY-UHFFFAOYSA-M
143,"2,4,6-trichlorophenol",4.31567652,88-06-2,C1=C(C=C(C(=C1Cl)O)Cl)Cl,2.5,,10.1021/acs.iecr.9b00337,halogenated,Halogenated organics,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N
144,"2,4,6-trichlorophenol",4.676483269,88-06-2,C1=C(C=C(C(=C1Cl)O)Cl)Cl,3,,10.1021/acs.iecr.9b00337,halogenated,Halogenated organics,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N
145,"2,4,6-trichlorophenol",3.977174676,88-06-2,C1=C(C=C(C(=C1Cl)O)Cl)Cl,2,,10.1021/acs.iecr.9b00337,halogenated,Halogenated organics,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N
146,"2,4,6-trichlorophenol",4.498310554,88-06-2,C1=C(C=C(C(=C1Cl)O)Cl)Cl,7,,10.1021/acs.iecr.9b00337,halogenated,Halogenated organics,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N
147,"2,4,6-trichlorophenol",4.315677,88-06-2,Oc1c(Cl)cc(Cl)cc1Cl,2.5,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N
148,"2,4,6-trichlorophenol",4.676483,88-06-2,Oc1c(Cl)cc(Cl)cc1Cl,3,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N
149,"2,4,6-trichlorophenol",3.977175,88-06-2,Oc1c(Cl)cc(Cl)cc1Cl,2,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N
150,"2,4,6-trichlorophenol",4.498311,88-06-2,Oc1c(Cl)cc(Cl)cc1Cl,7,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N
151,"2,4-(CH3)2C6H3OH",5.041392685,105-67-9,OC1=CC=C(C)C=C1C,2.8,,NIST,alcohol,Oxygenated organics,"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",KUFFULVDNCHOFZ-UHFFFAOYSA-N
152,"2,4-Bis-(ethylamino)-6-chloro-s-triazine",0.51851394,122-34-9,CCNC1=NC(NCC)=NC(Cl)=N1,2,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",ODCWYMIRDDJXKW-UHFFFAOYSA-N
153,"2,4-Bis-(ethylamino)-6-chloro-s-triazine",0.681241237,122-34-9,CCNC1=NC(NCC)=NC(Cl)=N1,4.3,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",ODCWYMIRDDJXKW-UHFFFAOYSA-N
154,"2,4-Bis-(ethylamino)-6-chloro-s-triazine",1.230448921,122-34-9,CCNC1=NC(NCC)=NC(Cl)=N1,7.5,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",ODCWYMIRDDJXKW-UHFFFAOYSA-N
155,"2,4-D",0.361727836,94-75-7,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,1.5~2.9,,https://doi.org/10.1016/0043-1354(83)90098-2,alcohol,Oxygenated organics,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)",OVSKIKFHRZPJSS-UHFFFAOYSA-N
156,"2,4-Dichlorophenol",3.48,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,3,,https://doi.org/10.1061/(ASCE)0733-9372(1999)125:5(441).,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N
157,"2,4-Dichlorophenoxyacetate ion",1.462397998,942-98-3,ClC1C(CCC(C1)Cl)OCC(=O)[O-],,,NIST,alcohol,Oxygenated organics,"InChI=1S/C8H12Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h5-7H,1-4H2,(H,11,12)/p-1",ONZXIMNMSUIZKU-UHFFFAOYSA-M
158,"2,4-Dichlorophenoxyacetic acid",2.079181246,94-75-7,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,2,,NIST,alcohol,Oxygenated organics,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)",OVSKIKFHRZPJSS-UHFFFAOYSA-N
159,"2,4-dichlorophenol",3.7084209,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,2.5,,10.1016/j.chemosphere.2014.05.068,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N
160,"2,4-dichlorophenol",4.62493361,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,7,,10.1016/j.chemosphere.2014.05.068,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N
161,"2,4-dichlorophenol",3.962227231,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,3,,10.1016/j.chemosphere.2014.05.068,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N
162,"2,4-dichlorophenol",3.275541688,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,2,,10.1016/j.chemosphere.2014.05.068,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N
163,"2,4-dichlorophenoxyacetic acid",0.721480855,94-75-7,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,2,,10.1080/01919519208552274,alcohol,Oxygenated organics,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)",OVSKIKFHRZPJSS-UHFFFAOYSA-N
164,"2,4-dichlorophenoxyacetic acid",3,94-75-7,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,7,,10.1080/01919519208552274,alcohol,Oxygenated organics,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)",OVSKIKFHRZPJSS-UHFFFAOYSA-N
165,"2,4-dimethyl phenol",4.922206277,105-67-9,CC1=CC(=C(C=C1)O)C,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",KUFFULVDNCHOFZ-UHFFFAOYSA-N
166,"2,5-dichlorophenols",4.835690571,583-78-8,OC1=CC(Cl)=CC=C1Cl,2.1,,10.1021/acs.iecr.9b00337,alcohol,Oxygenated organics,"InChI=1S/C6H4Cl2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",RANCECPPZPIPNO-UHFFFAOYSA-N
167,"2,5-dichlorophenols",6.695481676,583-78-8,OC1=CC(Cl)=CC=C1Cl,7,,10.1021/acs.iecr.9b00337,alcohol,Oxygenated organics,"InChI=1S/C6H4Cl2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",RANCECPPZPIPNO-UHFFFAOYSA-N
168,"2,5-dichlorophenols",6.889301703,583-78-8,OC1=CC(Cl)=CC=C1Cl,5,,10.1021/acs.iecr.9b00337,alcohol,Oxygenated organics,"InChI=1S/C6H4Cl2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",RANCECPPZPIPNO-UHFFFAOYSA-N
