No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
1,Phenol,,8.34,108-95-2,Oc1ccccc1,7,,https://doi.org/10.1021/acs.est.9b02462,phenol,Oxygenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
2,4-Hydroxybenzaldehyde,,7.88,123-08-0,O=Cc1ccc(O)cc1,7,,https://doi.org/10.1021/acs.est.9b02462,phenol,Oxygenated organics,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",RGHHSNMVTDWUBI-UHFFFAOYSA-N
3,4-Hydroxybenzoic acid,,8.45,99-96-7,O=C(O)c1ccc(O)cc1,7,,https://doi.org/10.1021/acs.est.9b02462,phenol,Oxygenated organics,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)",FJKROLUGYXJWQN-UHFFFAOYSA-N
4,Salicylic acid（2-Hydroxybenzoic acid）,,8.32,69-72-7,O=C(O)c1ccccc1O,7,,https://doi.org/10.1021/acs.est.9b02462,phenol,Oxygenated organics,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",YGSDEFSMJLZEOE-UHFFFAOYSA-N
5,3-Hydroxybenzoic acid,,8.39,99-06-9,O=C(O)c1cccc(O)c1,7,,https://doi.org/10.1021/acs.est.9b02462,phenol,Oxygenated organics,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",IJFXRHURBJZNAO-UHFFFAOYSA-N
6,4-Methoxyphenol,,9.04,150-76-5,COc1ccc(O)cc1,7,,https://doi.org/10.1021/acs.est.9b02462,phenol,Oxygenated organics,"InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3",NWVVVBRKAWDGAB-UHFFFAOYSA-N
7,Anisole,,8.21,100-66-3,COc1ccccc1,7,,https://doi.org/10.1021/acs.est.9b02462,ether,Oxygenated organics,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",RDOXTESZEPMUJZ-UHFFFAOYSA-N
8,1-(4-Methoxyphenyl)ethanone,,7.63,100-06-1,COc1ccc(C(C)=O)cc1,7,,https://doi.org/10.1021/acs.est.9b02462,ketone,Oxygenated organics,"InChI=1S/C9H10O2/c1-7(10)8-3-5-9(11-2)6-4-8/h3-6H,1-2H3",NTPLXRHDUXRPNE-UHFFFAOYSA-N
9,p-Toluic acid,,6.72,99-94-5,Cc1ccc(C(=O)O)cc1,7,,https://doi.org/10.1021/acs.est.9b02462,carboxylic acid,Oxygenated organics,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)",LPNBBFKOUUSUDB-UHFFFAOYSA-N
10,Styrene,,7.32,100-42-5,C=CC1=CC=CC=C1,7,,https://doi.org/10.1021/acs.est.9b02462,alkene,Aliphatic hydrocarbons,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",PPBRXRYQALVLMV-UHFFFAOYSA-N
11,Aniline,,8.83,62-53-3,Nc1ccccc1,7,,https://doi.org/10.1021/acs.est.9b02462,amine,Nitrogen-containing organics,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",PAYRUJLWNCNPSJ-UHFFFAOYSA-N
12,Imidazole,,8.26,288-32-4,c1c[nH]cn1,7,,https://doi.org/10.1021/acs.est.9b02462,imidazole,Heterocycles,"InChI=1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)",RAXXELZNTBOGNW-UHFFFAOYSA-N
13,Sorbic acid,,8.83,110-44-1,CC=CC=CC(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,carboxylic acid,Oxygenated organics,"InChI=1S/C6H8O2/c1-2-3-4-5-6(7)8/h2-5H,1H3,(H,7,8)",WSWCOQWTEOXDQX-UHFFFAOYSA-N
14,Maleic acid,,6.25,110-16-7,O=C(O)C=CC(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,dicarboxylic acid,Polyfunctional / highly functionalized,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)",VZCYOOQTPOCHFL-UHFFFAOYSA-N
15,Cyclohexene,,7.49,110-83-8,C1=CCCCC1,7,,https://doi.org/10.1021/acs.est.9b02462,alkene,Aliphatic hydrocarbons,"InChI=1S/C6H10/c1-2-4-6-5-3-1/h1-2H,3-6H2",HGCIXCUEYOPUTN-UHFFFAOYSA-N
16,benzoic acid,2000000,6.301029996,65-85-0,O=C(O)c1ccccc1,,,https://doi.org/10.1021/es4036094,carboxylic acid,Oxygenated organics,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N
17,Hydroxide ion,4500000,6.653212514,14280-30-9,[OH-],,,https://doi.org/10.1021/es4036094,inorganic,Others / Unassigned,InChI=1S/H2O/h1H2/p-1,XLYOFNOQVPJJNP-UHFFFAOYSA-M
18,benzene,4500000,6.653212514,71-43-2,c1ccccc1,1.5,25,https://doi.org/10.1155/2024/6974417,benzene,Aromatic & PAHs,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N
19,N-Nitrosodimethylamine,135000000,8.130333768,62-75-9,CN(C)N=O,7,25,https://doi.org/10.1016/j.jece.2022.108705,"nitroso, nitramine",Nitrogen-containing organics,InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,UMFJAHHVKNCGLG-UHFFFAOYSA-N
20,N-Methyl-N-nitrosoethanamine,46000000,7.662757832,10595-95-6,CCN(C)N=O,7,25,https://doi.org/10.1016/j.jece.2022.108705,"nitroso, nitramine",Nitrogen-containing organics,"InChI=1S/C3H8N2O/c1-3-5(2)4-6/h3H2,1-2H3",RTDCJKARQCRONF-UHFFFAOYSA-N
21,N-Nitrosodiethylamine,129000000,8.11058971,55-18-5,CCN(CC)N=O,7,25,https://doi.org/10.1016/j.jece.2022.108705,"nitroso, nitramine",Nitrogen-containing organics,"InChI=1S/C4H10N2O/c1-3-6(4-2)5-7/h3-4H2,1-2H3",WBNQDOYYEUMPFS-UHFFFAOYSA-N
22,"1-Propanamine,N-nitroso-N-propyl",259000000,8.413299764,621-64-7,CCCN(CCC)N=O,7,25,https://doi.org/10.1016/j.jece.2022.108705,"nitroso, nitramine",Nitrogen-containing organics,"InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3",YLKFDHTUAUWZPQ-UHFFFAOYSA-N
23,N-nitrosodibutylamine,219000000,8.340444115,924-16-3,O=NN(CCCC)CCCC,7,25,https://doi.org/10.1016/j.jece.2022.108705,"nitroso, nitramine",Nitrogen-containing organics,"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",YGJHZCLPZAZIHH-UHFFFAOYSA-N
24,1-nitrosopyrrolidine,90000000,7.954242509,930-55-2,O=NN1CCCC1,7,25,https://doi.org/10.1016/j.jece.2022.108705,"nitroso, nitramine",Nitrogen-containing organics,InChI=1S/C4H8N2O/c7-5-6-3-1-2-4-6/h1-4H2,WNYADZVDBIBLJJ-UHFFFAOYSA-N
25,1-nitrosopiperidine,347000000,8.540329475,100-75-4,O=NN1CCCCC1,7,25,https://doi.org/10.1016/j.jece.2022.108705,"nitroso, nitramine",Nitrogen-containing organics,InChI=1S/C5H10N2O/c8-6-7-4-2-1-3-5-7/h1-5H2,UWSDONTXWQOZFN-UHFFFAOYSA-N
26,"Morpholine,4-nitroso-",1060000000,9.025305865,59-89-2,O=NN1CCOCC1,7,25,https://doi.org/10.1016/j.jece.2022.108705,"nitroso, nitramine",Nitrogen-containing organics,InChI=1S/C4H8N2O2/c7-5-6-1-3-8-4-2-6/h1-4H2,ZKXDGKXYMTYWTB-UHFFFAOYSA-N
27,Ofloxacin,348000000,8.541579244,82419-36-1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,6.5,25,https://doi.org/10.1016/j.jece.2024.113740,halogenated,Halogenated organics,"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",GSDSWSVVBLHKDQ-UHFFFAOYSA-N
28,Amoxicillin,420000000,8.62324929,26787-78-0,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,6.5,25,https://doi.org/10.1016/j.jece.2024.113743,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)",LSQZJLSUYDQPKJ-UHFFFAOYSA-N
29,Paracetamol,432000000,8.635483747,103-90-2,CC(=O)Nc1ccc(O)cc1,6.5,25,https://doi.org/10.1016/j.jece.2024.113744,phenol,Oxygenated organics,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N
30,Ciprofloxacin,219000000,8.340444115,85721-33-1,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,6.5,25,https://doi.org/10.1016/j.jece.2024.113746,halogenated,Halogenated organics,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",MYSWGUAQZAJSOK-UHFFFAOYSA-N
31,Caffeine,928000000,8.967547976,58-08-2,CN1C=NC2=C1C(N(C)C(N2C)=O)=O,6.5,25,https://doi.org/10.1016/j.jece.2024.113747,imidazole,Heterocycles,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N
32,Nitrite,250000000,8.397940009,24407-06-5,[O-]N=O,7,25,https://doi.org/10.1016/j.scitotenv.2020.143325,"nitroso, nitramine",Nitrogen-containing organics,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",IOVCWXUNBOPUCH-UHFFFAOYSA-M
33,tert-Butanol,700,2.84509804,75-65-0,CC(C)(C)O,7,25,https://doi.org/10.1016/j.scitotenv.2020.143325,alcohol,Oxygenated organics,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N
34,Bicarbonate ion,8000000,6.903089987,71-52-3,O=C([O-])O,3.5,25,https://doi.org/10.1021/acsestwater.2c00598,inorganic,Others / Unassigned,"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1",BVKZGUZCCUSVTD-UHFFFAOYSA-M
35,sulfapyridine,3820000,6.582063363,144-83-2,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,,25,https://doi.org/10.1021/acs.iecr.9b06228,sulfoxide,Sulfur-containing organics,"InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)",GECHUMIMRBOMGK-UHFFFAOYSA-N
36,4-Aminobenzoate ion,,9.0414,2906-33-4,C1=CC(=CC=C1C(=O)[O-])N,,,https://doi.org/10.1016/j.chemosphere.2023.138793,amine,Nitrogen-containing organics,"InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)/p-1",ALYNCZNDIQEVRV-UHFFFAOYSA-M
37,Benzoate ion,,6.301,2155852-03-0,CC1(C2=C(C([O-])=O)C=CC=C2)CCO1.[Li+],,,https://doi.org/10.1016/j.chemosphere.2023.138794,carboxylic acid,Oxygenated organics,"InChI=1S/C11H12O3.Li/c1-11(6-7-14-11)9-5-3-2-4-8(9)10(12)13;/h2-5H,6-7H2,1H3,(H,12,13);/q;+1/p-1",DAPSPJFYKQXOQY-UHFFFAOYSA-M
38,4-Bromobenzoate ion,,6.8451,16887-61-9,Brc1ccc(cc1)C(=O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138795,halogenated,Halogenated organics,"InChI=1S/C7H5BrO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)/p-1",TUXYZHVUPGXXQG-UHFFFAOYSA-M
39,4-Chlorbenzoate ion,,6.4771,14609-76-8,Clc1ccc(cc1)C(=O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138796,halogenated,Halogenated organics,"InChI=1S/C7H5ClO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)/p-1",XRHGYUZYPHTUJZ-UHFFFAOYSA-M
40,4-Cyanobenzoate ion,,6.699,84877-66-7,N#Cc1ccc(cc1)C(=O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138797,nitrile,Nitrogen-containing organics,"InChI=1S/C8H5NO2/c9-5-6-1-3-7(4-2-6)8(10)11/h1-4H,(H,10,11)/p-1",ADCUEPOHPCPMCE-UHFFFAOYSA-M
41,4-Hydroxybenzoate ion,,6.4472,456-23-5,C1=CC(=CC=C1C(=O)O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138798,phenol,Oxygenated organics,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)/p-1",FJKROLUGYXJWQN-UHFFFAOYSA-M
42,4-Methyoxybenzoate ion,,8.301,14609-76-8,COc1ccc(cc1)C(=O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138799,carboxylic acid,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/p-1",ZEYHEAKUIGZSGI-UHFFFAOYSA-M
43,4-Phenoxybenzoate ion,,8.1761,1346567-64-3,O=C(OCC1=CC=CC=C1)C2=CC=C(NC(C)C)C(OC3=CC=CC=C3)=C2,,,https://doi.org/10.1016/j.chemosphere.2023.138800,carboxylic acid,Oxygenated organics,"InChI=1S/C23H23NO3/c1-17(2)24-21-14-13-19(15-22(21)27-20-11-7-4-8-12-20)23(25)26-16-18-9-5-3-6-10-18/h3-15,17,24H,16H2,1-2H3",VRMRZOGZZQZGAC-UHFFFAOYSA-N
44,p-Terephthalate ion,,6.7782,14609-76-8,O=C([O-])c1ccc(cc1)C(=O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138801,dicarboxylic acid,Polyfunctional / highly functionalized,"InChI=1S/C8H6O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/p-2",KKEYFWRCBNTPAC-UHFFFAOYSA-L
45,p-Toluate ion,,6.699,30591-44-7,Cc1ccc(cc1)C(=O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138802,carboxylic acid,Oxygenated organics,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)/p-1",LPNBBFKOUUSUDB-UHFFFAOYSA-M
46,Clofibric acid,,8.1492,72072-47-0,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,,,https://doi.org/10.1016/j.chemosphere.2023.138803,halogenated,Halogenated organics,"InChI=1S/C10H11ClO3/c1-10(2,9(12)13)14-8-5-3-7(11)4-6-8/h3-6H,1-2H3,(H,12,13)",TXCGAZHTZHNUAI-UHFFFAOYSA-N
47,Gallic acid,,8.8768,149-91-7,C1=C(C=C(C(=C1O)O)O)C(=O)O,,,https://doi.org/10.1016/j.chemosphere.2023.138804,phenol,Oxygenated organics,"InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)",LNTHITQWFMADLM-UHFFFAOYSA-N
48,Paracetamol,,8.6355,58357-81-6,CC(=O)NC1=CC=C(C=C1)O,,,https://doi.org/10.1016/j.chemosphere.2023.138805,phenol,Oxygenated organics,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N
49,Diclofenac,,9.0615,146607-19-4,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,,,https://doi.org/10.1016/j.chemosphere.2023.138806,halogenated,Halogenated organics,"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)",DCOPUUMXTXDBNB-UHFFFAOYSA-N
50,Naproxen,,8.8176,119166-66-4,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,,https://doi.org/10.1016/j.chemosphere.2023.138807,carboxylic acid,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",CMWTZPSULFXXJA-VIFPVBQESA-N
51,Amoxicillin,,8.6232,2088960-43-2,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,,,https://doi.org/10.1016/j.chemosphere.2023.138808,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/t9-,10-,11+,14-/m1/s1",LSQZJLSUYDQPKJ-NJBDSQKTSA-N
52,Ciprofloxacin,,8.3404,93398-92-6,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,,,https://doi.org/10.1016/j.chemosphere.2023.138809,halogenated,Halogenated organics,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",MYSWGUAQZAJSOK-UHFFFAOYSA-N
53,Flumequine,,7.9731,42835-68-7,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,,,https://doi.org/10.1016/j.chemosphere.2023.138810,halogenated,Halogenated organics,"InChI=1S/C14H12FNO3/c1-7-2-3-8-4-9(15)5-10-12(8)16(7)6-11(13(10)17)14(18)19/h4-7H,2-3H2,1H3,(H,18,19)",DPSPPJIUMHPXMA-UHFFFAOYSA-N
54,Sulfanilamide,,8.6355,130249-47-7,C1=CC(=CC=C1N)S(=O)(=O)N,,,https://doi.org/10.1016/j.chemosphere.2023.138811,sulfoxide,Sulfur-containing organics,"InChI=1S/C6H8N2O2S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,7H2,(H2,8,9,10)",FDDDEECHVMSUSB-UHFFFAOYSA-N
55,Sulfadimethoxine,,8.6493,345936-70-1,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,,,https://doi.org/10.1016/j.chemosphere.2023.138812,sulfoxide,Sulfur-containing organics,"InChI=1S/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)",ZZORFUFYDOWNEF-UHFFFAOYSA-N
56,Sulfadiazine,,8.6304,1219149-66-2,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,,,https://doi.org/10.1016/j.chemosphere.2023.138813,sulfoxide,Sulfur-containing organics,"InChI=1S/C10H10N4O2S/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10/h1-7H,11H2,(H,12,13,14)",SEEPANYCNGTZFQ-UHFFFAOYSA-N
57,Sulfamethazine,,8.6857,53081-02-0,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,,,https://doi.org/10.1016/j.chemosphere.2023.138814,sulfoxide,Sulfur-containing organics,"InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)",ASWVTGNCAZCNNR-UHFFFAOYSA-N
58,Sulfamethoxazole,,8.6739,1346603-52-8,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,,,https://doi.org/10.1016/j.chemosphere.2023.138815,sulfoxide,Sulfur-containing organics,"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)",JLKIGFTWXXRPMT-UHFFFAOYSA-N
59,Sulfathiazole,,8.7059,1020719-89-4,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,,,https://doi.org/10.1016/j.chemosphere.2023.138816,sulfoxide,Sulfur-containing organics,"InChI=1S/C9H9N3O2S2/c10-7-1-3-8(4-2-7)16(13,14)12-9-11-5-6-15-9/h1-6H,10H2,(H,11,12)",JNMRHUJNCSQMMB-UHFFFAOYSA-N
60,Carbamazepine,,7.6335,1189902-21-3,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,,,https://doi.org/10.1016/j.chemosphere.2023.138817,urea,Nitrogen-containing organics,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N
61,Clenbuterol,,8.7435,37159-31-2,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,,,https://doi.org/10.1016/j.chemosphere.2023.138818,halogenated,Halogenated organics,"InChI=1S/C12H18Cl2N2O/c1-12(2,3)16-6-10(17)7-4-8(13)11(15)9(14)5-7/h4-5,10,16-17H,6,15H2,1-3H3",STJMRWALKKWQGH-UHFFFAOYSA-N
62,Mabuterol,,8.5416,56707-26-7,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)C(F)(F)F)O,,,https://doi.org/10.1016/j.chemosphere.2023.138819,halogenated,Halogenated organics,"InChI=1S/C13H18ClF3N2O/c1-12(2,3)19-6-10(20)7-4-8(13(15,16)17)11(18)9(14)5-7/h4-5,10,19-20H,6,18H2,1-3H3",JSJCTEKTBOKRST-UHFFFAOYSA-N
63,Mesalazine,,9.1535,121887-11-4,C1=CC(=C(C=C1N)C(=O)O)O,,,https://doi.org/10.1016/j.chemosphere.2023.138820,phenol,Oxygenated organics,"InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)",KBOPZPXVLCULAV-UHFFFAOYSA-N
64,Primidone,,8.1987,125-33-7,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,,,https://doi.org/10.1016/j.chemosphere.2023.138821,amide,Nitrogen-containing organics,"InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)",DQMZLTXERSFNPB-UHFFFAOYSA-N
